items_id,rfid,model_id,dateAcquired,location_id,serialNum,comments,price,pbhrnumber,user_id,accountedFor,alias,delete_Boolean
4525,2F2203438544D3200000010D,5166,NULL,48,GD8NVD1,Spare Desktops,955,NULL,50,Found,NULL,
4526,2F2203438544D3200000010E,5166,NULL,48,3PVNVD1,Spare Desktops,955,NULL,4,Found,NULL,
4527,2F2203438544D3200000010F,5166,NULL,48,5LVNVD1,Spare Desktops,955,NULL,44,Found,NULL,
4528,2F2203438544D32000000110,5166,NULL,48,1QVNVD1,Spare Desktops,955,NULL,44,Found,NULL,
4529,2F2203438544D32000000111,5166,NULL,48,B5MXZK1,NULL,955,NULL,44,Found,NULL,
4668,2F2203438544D3200000012B,5166,NULL,53,B42WVK1,NULL,955,NULL,44,Missing,USMAWKDDLEE,
4689,2F2203438544D32000000147,5186,NULL,53,MX0G283H742629911FUS,NULL,400,NULL,44,Found,NULL,
4690,2F2203438544D32000000148,5186,NULL,53,MX0G283H742629911FHS,NULL,400,NULL,44,Found,NULL,
4688,2F2203438544D32000000149,5185,NULL,53,CN0W160G7287298H0V6I,NULL,NULL,NULL,142,Missing,NULL,
4691,2F2203438544D3200000014A,5186,NULL,53,MX0G283H74262991190S,NULL,400,NULL,117,Missing,NULL,
4591,2F2203438544D3200000014D,5170,NULL,48,KG175D012596,AAR pending for s/n chang,9900,NULL,135,NULL,NULL,
4666,2F2203447334C31000000000,5173,NULL,52,146710B,developing cal proc.,2496.75,NULL,28,Missing,NULL,
5193,2F2203447334C31000000201,5160,NULL,59,MY40017363,NULL,3885.35,NULL,44,Missing,NULL,
4802,2F2203447334C31000000202,5174,NULL,56,SG40008430,NULL,1900,NULL,44,Found,NULL,
5078,2F2203447334C31000000203,5176,NULL,57,SG40015234,NULL,1055.7,NULL,11,Missing,NULL,
4803,2F2203447334C31000000204,5174,NULL,56,SG40008427,NULL,1900,NULL,64,Found,NULL,
5028,2F2203447334C31000000205,5201,NULL,57,US42180119,NULL,850,NULL,50,Missing,NULL,
5079,2F2203447334C31000000206,5176,NULL,57,SG40015236,NULL,1055.7,NULL,28,Missing,NULL,
